order_id,customer_id,order_date,sku,units,amount_sgd,status,delivered_at
ORD-00281,CUS-0106,2026-03-16,SKU-DIA-M-38,1,61.8,Delivered,2026-03-22
ORD-00282,CUS-0106,2026-06-17,SKU-DIA-NB-40,2,28.9,Delivered,2026-06-19
ORD-00283,CUS-0107,2026-01-12,SKU-WIP-80,1,7.9,Delivered,2026-01-15
ORD-00284,CUS-0107,2026-05-23,SKU-PAD-DAY-10,3,25.8,Delivered,2026-05-30
ORD-00285,CUS-0108,2026-07-03,SKU-WIP-80,2,15.8,Delivered,2026-07-11
ORD-00286,CUS-0109,2026-06-14,SKU-PAD-DAY-10,3,25.8,Delivered,2026-06-16
ORD-00287,CUS-0109,2026-07-16,SKU-DIA-M-38,3,30.9,In transit,
ORD-00288,CUS-0110,2026-04-13,SKU-PNT-LGT-14,1,19.8,Preparing,
ORD-00289,CUS-0110,2026-06-25,SKU-DIA-NB-40,3,28.9,Delivered,2026-06-28
ORD-00290,CUS-0110,2026-03-25,SKU-PNT-LGT-14,3,29.7,Delivered,2026-04-01
ORD-00291,CUS-0110,2026-01-10,SKU-PAD-DAY-10,3,12.9,Delivered,2026-01-18
ORD-00292,CUS-0110,2026-02-16,SKU-PNT-LGT-14,1,29.7,In transit,
ORD-00293,CUS-0111,2026-01-24,SKU-DIA-NB-40,3,57.8,Delivered,2026-01-30
ORD-00294,CUS-0112,2026-06-05,SKU-PAD-NGT-10,1,44.7,In transit,
ORD-00295,CUS-0112,2026-03-12,SKU-WIP-80,3,15.8,Delivered,2026-03-16
ORD-00296,CUS-0112,2026-07-31,SKU-WIP-80,3,7.9,Delayed,
ORD-00297,CUS-0113,2026-04-15,SKU-PNT-LGT-14,1,19.8,Delivered,2026-04-19
ORD-00298,CUS-0113,2026-05-16,SKU-PAD-NGT-10,3,14.9,Delivered,2026-05-19
ORD-00299,CUS-0113,2026-06-26,SKU-WIP-80,2,15.8,Delayed,
ORD-00300,CUS-0113,2026-05-03,SKU-DIA-NB-40,1,57.8,Delivered,2026-05-05
ORD-00301,CUS-0114,2026-02-01,SKU-DIA-NB-40,3,28.9,In transit,
ORD-00302,CUS-0114,2026-06-18,SKU-PAD-DAY-10,2,25.8,Delivered,2026-06-21
ORD-00303,CUS-0114,2026-01-08,SKU-PNT-LGT-14,3,29.7,Delivered,2026-01-12
ORD-00304,CUS-0115,2026-03-28,SKU-PNT-LGT-14,3,29.7,In transit,
ORD-00305,CUS-0115,2026-08-19,SKU-PNT-LGT-14,3,9.9,In transit,
ORD-00306,CUS-0115,2026-04-05,SKU-PAD-DAY-10,1,12.9,Delivered,2026-04-07
ORD-00307,CUS-0116,2026-06-07,SKU-PAD-DAY-10,1,25.8,Preparing,
ORD-00308,CUS-0116,2026-07-31,SKU-PAD-DAY-10,3,12.9,Preparing,
ORD-00309,CUS-0117,2026-07-05,SKU-PNT-LGT-14,1,9.9,Delayed,
ORD-00310,CUS-0117,2026-04-23,SKU-PAD-NGT-10,1,29.8,In transit,
ORD-00311,CUS-0117,2026-01-19,SKU-DIA-NB-40,3,28.9,Delivered,2026-01-27
ORD-00312,CUS-0117,2026-03-23,SKU-DIA-NB-40,3,86.7,Preparing,
ORD-00313,CUS-0117,2026-08-09,SKU-DIA-M-38,2,61.8,In transit,
ORD-00314,CUS-0118,2026-07-15,SKU-WIP-80,2,7.9,Delivered,2026-07-19
ORD-00315,CUS-0119,2026-02-12,SKU-DIA-M-38,1,61.8,Delivered,2026-02-18
ORD-00316,CUS-0119,2026-04-02,SKU-DIA-NB-40,3,86.7,Delivered,2026-04-08
ORD-00317,CUS-0119,2026-05-26,SKU-DIA-M-38,2,61.8,Delivered,2026-05-29
ORD-00318,CUS-0119,2026-03-26,SKU-PAD-DAY-10,2,25.8,In transit,
ORD-00319,CUS-0120,2026-08-12,SKU-PNT-LGT-14,3,9.9,In transit,
ORD-00320,CUS-0120,2026-05-18,SKU-PAD-NGT-10,2,14.9,Preparing,
ORD-00321,CUS-0120,2026-03-06,SKU-WIP-80,2,15.8,Delayed,
ORD-00322,CUS-0120,2026-05-22,SKU-WIP-80,2,15.8,Delivered,2026-05-28
ORD-00323,CUS-0121,2026-04-07,SKU-WIP-80,1,15.8,Preparing,
ORD-00324,CUS-0121,2026-03-28,SKU-DIA-NB-40,2,86.7,In transit,
ORD-00325,CUS-0121,2026-01-27,SKU-PAD-NGT-10,2,29.8,In transit,
ORD-00326,CUS-0122,2025-12-27,SKU-PAD-DAY-10,3,25.8,Delayed,
ORD-00327,CUS-0123,2026-03-22,SKU-WIP-80,1,23.7,Delivered,2026-03-28
ORD-00328,CUS-0123,2026-02-28,SKU-DIA-NB-40,3,28.9,Delivered,2026-03-08
ORD-00329,CUS-0124,2026-08-08,SKU-DIA-NB-40,1,86.7,Delivered,2026-08-13
ORD-00330,CUS-0124,2026-05-28,SKU-DIA-NB-40,1,86.7,Delivered,2026-06-01
ORD-00331,CUS-0124,2026-05-07,SKU-WIP-80,3,23.7,Delivered,2026-05-13
ORD-00332,CUS-0125,2026-06-07,SKU-DIA-NB-40,3,57.8,Delayed,
ORD-00333,CUS-0126,2026-04-17,SKU-PAD-NGT-10,1,44.7,Preparing,
ORD-00334,CUS-0126,2026-08-20,SKU-PAD-NGT-10,2,29.8,Delivered,2026-08-22
ORD-00335,CUS-0126,2026-03-04,SKU-PAD-DAY-10,2,12.9,Delivered,2026-03-12
ORD-00336,CUS-0126,2026-07-08,SKU-DIA-NB-40,3,86.7,Returned,
ORD-00337,CUS-0126,2026-04-04,SKU-DIA-NB-40,1,57.8,Delivered,2026-04-11
ORD-00338,CUS-0127,2026-05-20,SKU-PNT-LGT-14,2,19.8,In transit,
ORD-00339,CUS-0127,2026-01-06,SKU-PAD-DAY-10,3,12.9,Delivered,2026-01-09
ORD-00340,CUS-0127,2026-02-05,SKU-WIP-80,3,7.9,Delivered,2026-02-11
ORD-00341,CUS-0128,2026-07-12,SKU-PAD-DAY-10,3,25.8,Delivered,2026-07-18
ORD-00342,CUS-0128,2026-03-12,SKU-WIP-80,3,23.7,In transit,
ORD-00343,CUS-0129,2026-06-25,SKU-DIA-NB-40,3,57.8,Preparing,
ORD-00344,CUS-0129,2026-05-04,SKU-WIP-80,2,23.7,Delivered,2026-05-08
ORD-00345,CUS-0129,2026-03-18,SKU-PAD-DAY-10,2,25.8,Delivered,2026-03-25
ORD-00346,CUS-0129,2026-04-01,SKU-DIA-NB-40,2,86.7,Delivered,2026-04-08
ORD-00347,CUS-0129,2026-06-14,SKU-DIA-M-38,3,61.8,Delivered,2026-06-16
ORD-00348,CUS-0130,2026-08-03,SKU-WIP-80,2,7.9,In transit,
ORD-00349,CUS-0130,2026-03-22,SKU-PNT-LGT-14,2,19.8,In transit,
ORD-00350,CUS-0131,2026-06-12,SKU-DIA-M-38,2,30.9,Delayed,
ORD-00351,CUS-0131,2026-03-21,SKU-DIA-M-38,2,92.7,Delivered,2026-03-25
ORD-00352,CUS-0131,2026-05-20,SKU-PAD-DAY-10,3,12.9,Delivered,2026-05-25
ORD-00353,CUS-0132,2026-01-17,SKU-DIA-M-38,1,30.9,Delivered,2026-01-21
ORD-00354,CUS-0132,2026-06-22,SKU-WIP-80,2,23.7,In transit,
ORD-00355,CUS-0132,2026-08-15,SKU-DIA-NB-40,2,28.9,Delivered,2026-08-23
ORD-00356,CUS-0132,2026-05-03,SKU-PAD-NGT-10,1,29.8,In transit,
ORD-00357,CUS-0133,2026-07-05,SKU-DIA-NB-40,3,86.7,Preparing,
ORD-00358,CUS-0133,2026-06-20,SKU-PAD-DAY-10,2,12.9,Delivered,2026-06-27
ORD-00359,CUS-0133,2026-06-10,SKU-PNT-LGT-14,2,29.7,Delayed,
ORD-00360,CUS-0133,2026-08-20,SKU-PAD-NGT-10,1,44.7,Delayed,
ORD-00361,CUS-0134,2026-04-28,SKU-DIA-NB-40,1,86.7,In transit,
ORD-00362,CUS-0135,2026-04-18,SKU-PAD-NGT-10,2,14.9,Delivered,2026-04-26
ORD-00363,CUS-0135,2026-02-14,SKU-WIP-80,2,23.7,Delivered,2026-02-18
ORD-00364,CUS-0136,2026-04-07,SKU-PAD-NGT-10,2,29.8,Delivered,2026-04-15
ORD-00365,CUS-0137,2026-08-09,SKU-WIP-80,1,15.8,In transit,
ORD-00366,CUS-0137,2026-05-25,SKU-PAD-DAY-10,3,25.8,Delayed,
ORD-00367,CUS-0137,2026-08-11,SKU-WIP-80,2,15.8,Delayed,
ORD-00368,CUS-0138,2026-05-14,SKU-WIP-80,3,7.9,Preparing,
ORD-00369,CUS-0138,2026-07-16,SKU-PAD-DAY-10,2,25.8,Delivered,2026-07-20
ORD-00370,CUS-0138,2026-06-23,SKU-WIP-80,1,7.9,Delivered,2026-06-27
ORD-00371,CUS-0138,2026-02-04,SKU-PNT-LGT-14,3,19.8,In transit,
ORD-00372,CUS-0138,2026-08-13,SKU-DIA-M-38,1,92.7,Delayed,
ORD-00373,CUS-0139,2026-07-20,SKU-DIA-NB-40,2,86.7,Delivered,2026-07-23
ORD-00374,CUS-0140,2026-01-12,SKU-PAD-NGT-10,3,44.7,Delivered,2026-01-17
ORD-00375,CUS-0140,2026-03-05,SKU-DIA-M-38,1,92.7,Delivered,2026-03-09
ORD-00376,CUS-0140,2026-06-24,SKU-PAD-DAY-10,1,25.8,In transit,
ORD-00377,CUS-0140,2026-04-29,SKU-WIP-80,1,7.9,Delivered,2026-05-07
ORD-00378,CUS-0140,2026-05-01,SKU-PAD-NGT-10,1,29.8,In transit,
ORD-00379,CUS-0141,2026-02-02,SKU-WIP-80,1,23.7,Delivered,2026-02-06
ORD-00380,CUS-0142,2026-07-21,SKU-DIA-NB-40,1,28.9,Delayed,
ORD-00381,CUS-0142,2026-02-17,SKU-PAD-DAY-10,2,12.9,In transit,
ORD-00382,CUS-0143,2026-06-05,SKU-DIA-M-38,1,92.7,Delivered,2026-06-08
ORD-00383,CUS-0143,2026-05-04,SKU-DIA-NB-40,2,57.8,Delivered,2026-05-10
ORD-00384,CUS-0144,2026-08-17,SKU-WIP-80,2,23.7,Delivered,2026-08-19
ORD-00385,CUS-0145,2026-01-21,SKU-PAD-NGT-10,1,29.8,Delivered,2026-01-24
ORD-00386,CUS-0145,2026-07-05,SKU-DIA-NB-40,2,86.7,Preparing,
ORD-00387,CUS-0145,2026-06-08,SKU-DIA-NB-40,3,57.8,Delayed,
ORD-00388,CUS-0145,2025-12-28,SKU-PAD-DAY-10,1,38.7,Delivered,2026-01-03
ORD-00389,CUS-0145,2026-02-06,SKU-DIA-M-38,1,61.8,Delivered,2026-02-14
ORD-00390,CUS-0146,2026-07-10,SKU-DIA-NB-40,1,28.9,Returned,
ORD-00391,CUS-0146,2026-08-16,SKU-WIP-80,1,15.8,Preparing,
ORD-00392,CUS-0146,2026-08-16,SKU-DIA-NB-40,2,28.9,Delayed,
ORD-00393,CUS-0146,2026-08-01,SKU-PNT-LGT-14,3,9.9,Delivered,2026-08-09
ORD-00394,CUS-0146,2026-07-06,SKU-DIA-M-38,3,30.9,Delivered,2026-07-11
ORD-00395,CUS-0147,2026-04-14,SKU-WIP-80,1,23.7,Delayed,
ORD-00396,CUS-0147,2026-07-21,SKU-DIA-NB-40,3,86.7,Delivered,2026-07-24
ORD-00397,CUS-0148,2026-04-22,SKU-PAD-DAY-10,2,25.8,Preparing,
ORD-00398,CUS-0148,2026-01-26,SKU-PAD-NGT-10,3,29.8,Delivered,2026-02-03
ORD-00399,CUS-0149,2026-06-17,SKU-PAD-DAY-10,3,38.7,Delivered,2026-06-21
ORD-00400,CUS-0149,2026-07-04,SKU-PAD-NGT-10,1,14.9,In transit,
ORD-00401,CUS-0149,2026-04-19,SKU-PAD-DAY-10,1,38.7,Delivered,2026-04-23
ORD-00402,CUS-0150,2026-05-26,SKU-DIA-M-38,2,30.9,Delivered,2026-06-03
ORD-00403,CUS-0150,2026-05-31,SKU-DIA-NB-40,1,28.9,Delivered,2026-06-02
ORD-00404,CUS-0151,2026-02-13,SKU-PAD-DAY-10,3,38.7,Delayed,
ORD-00405,CUS-0152,2025-12-31,SKU-PAD-NGT-10,1,44.7,Delivered,2026-01-05
ORD-00406,CUS-0152,2026-07-11,SKU-DIA-NB-40,3,86.7,In transit,
ORD-00407,CUS-0153,2026-01-04,SKU-DIA-M-38,2,92.7,In transit,
ORD-00408,CUS-0153,2026-08-08,SKU-DIA-NB-40,2,28.9,Delivered,2026-08-10
ORD-00409,CUS-0154,2026-01-10,SKU-DIA-M-38,1,92.7,Delivered,2026-01-13
ORD-00410,CUS-0155,2026-05-04,SKU-WIP-80,3,7.9,Delivered,2026-05-10
ORD-00411,CUS-0155,2026-03-23,SKU-PNT-LGT-14,3,9.9,Delivered,2026-03-31
ORD-00412,CUS-0155,2026-08-20,SKU-DIA-M-38,1,61.8,Delayed,
ORD-00413,CUS-0156,2026-06-17,SKU-PNT-LGT-14,1,9.9,Delivered,2026-06-21
ORD-00414,CUS-0156,2026-01-31,SKU-WIP-80,2,7.9,Delivered,2026-02-03
ORD-00415,CUS-0156,2026-02-21,SKU-DIA-M-38,2,30.9,Delivered,2026-02-26
ORD-00416,CUS-0157,2026-06-05,SKU-PAD-DAY-10,1,25.8,Delivered,2026-06-08
ORD-00417,CUS-0157,2026-01-08,SKU-DIA-M-38,1,92.7,Delivered,2026-01-10
ORD-00418,CUS-0158,2026-08-03,SKU-DIA-NB-40,2,57.8,In transit,
ORD-00419,CUS-0158,2026-04-18,SKU-PNT-LGT-14,2,19.8,Preparing,
ORD-00420,CUS-0159,2026-08-14,SKU-PAD-DAY-10,3,12.9,Delivered,2026-08-16
ORD-00421,CUS-0159,2026-01-03,SKU-PAD-DAY-10,3,38.7,Delivered,2026-01-08
ORD-00422,CUS-0160,2026-03-10,SKU-PAD-DAY-10,1,12.9,Delivered,2026-03-16
ORD-00423,CUS-0160,2026-03-13,SKU-PAD-NGT-10,1,14.9,Delivered,2026-03-19
ORD-00424,CUS-0161,2026-06-30,SKU-WIP-80,1,23.7,Delivered,2026-07-03
ORD-00425,CUS-0161,2026-06-07,SKU-DIA-M-38,1,61.8,Delivered,2026-06-09
ORD-00426,CUS-0162,2026-01-26,SKU-DIA-M-38,2,30.9,Delivered,2026-01-31
ORD-00427,CUS-0163,2026-01-23,SKU-PAD-NGT-10,3,29.8,Delivered,2026-01-26
ORD-00428,CUS-0163,2026-07-13,SKU-PNT-LGT-14,1,9.9,Returned,
ORD-00429,CUS-0163,2026-04-18,SKU-PAD-DAY-10,2,25.8,In transit,
ORD-00430,CUS-0164,2026-02-16,SKU-PAD-NGT-10,1,29.8,In transit,
ORD-00431,CUS-0164,2026-06-30,SKU-WIP-80,1,15.8,Returned,
ORD-00432,CUS-0165,2026-07-11,SKU-DIA-M-38,1,92.7,Preparing,
ORD-00433,CUS-0165,2026-01-05,SKU-PAD-DAY-10,3,12.9,In transit,
ORD-00434,CUS-0166,2026-08-20,SKU-DIA-NB-40,3,86.7,In transit,
ORD-00435,CUS-0166,2026-05-17,SKU-DIA-M-38,3,30.9,Delivered,2026-05-25
ORD-00436,CUS-0166,2026-06-28,SKU-PNT-LGT-14,3,29.7,Delivered,2026-07-04
ORD-00437,CUS-0166,2026-07-09,SKU-DIA-NB-40,1,28.9,Delayed,
ORD-00438,CUS-0166,2026-06-22,SKU-PAD-NGT-10,2,29.8,Delivered,2026-06-30
ORD-00439,CUS-0167,2026-06-09,SKU-PAD-DAY-10,2,38.7,Delivered,2026-06-16
ORD-00440,CUS-0168,2026-07-13,SKU-DIA-NB-40,1,28.9,Delivered,2026-07-20
ORD-00441,CUS-0168,2025-12-27,SKU-DIA-NB-40,2,86.7,Delivered,2026-01-01
ORD-00442,CUS-0168,2026-07-25,SKU-WIP-80,2,23.7,Delivered,2026-07-27
ORD-00443,CUS-0169,2026-05-08,SKU-DIA-M-38,1,30.9,Delivered,2026-05-16
ORD-00444,CUS-0169,2026-07-01,SKU-PAD-DAY-10,1,38.7,In transit,
ORD-00445,CUS-0169,2026-01-03,SKU-PNT-LGT-14,2,29.7,Delivered,2026-01-10
ORD-00446,CUS-0170,2026-01-19,SKU-PNT-LGT-14,1,9.9,Delivered,2026-01-26
ORD-00447,CUS-0171,2026-02-20,SKU-PNT-LGT-14,1,9.9,Delivered,2026-02-23
ORD-00448,CUS-0172,2026-02-22,SKU-PAD-NGT-10,1,44.7,In transit,
ORD-00449,CUS-0172,2026-01-11,SKU-PAD-NGT-10,1,44.7,In transit,
ORD-00450,CUS-0173,2026-01-28,SKU-DIA-M-38,1,92.7,Delivered,2026-02-02
ORD-00451,CUS-0174,2026-02-05,SKU-WIP-80,2,23.7,Delivered,2026-02-12
ORD-00452,CUS-0174,2026-07-23,SKU-PAD-DAY-10,3,12.9,Delivered,2026-07-27
ORD-00453,CUS-0174,2026-06-15,SKU-PAD-DAY-10,2,25.8,Delivered,2026-06-18
ORD-00454,CUS-0175,2026-03-30,SKU-DIA-NB-40,2,57.8,Preparing,
ORD-00455,CUS-0175,2026-07-10,SKU-PAD-NGT-10,2,29.8,Returned,
ORD-00456,CUS-0175,2026-05-08,SKU-DIA-NB-40,1,28.9,Preparing,
ORD-00457,CUS-0175,2026-02-22,SKU-PNT-LGT-14,3,9.9,Delivered,2026-02-28
ORD-00458,CUS-0175,2026-03-12,SKU-WIP-80,1,15.8,Delivered,2026-03-14
ORD-00459,CUS-0176,2026-04-13,SKU-PAD-DAY-10,1,38.7,In transit,
ORD-00460,CUS-0177,2026-08-22,SKU-DIA-M-38,2,92.7,Delivered,2026-08-24
ORD-00461,CUS-0177,2026-04-10,SKU-PNT-LGT-14,1,9.9,Preparing,
ORD-00462,CUS-0177,2026-03-20,SKU-WIP-80,1,7.9,Delivered,2026-03-24
ORD-00463,CUS-0177,2026-03-23,SKU-WIP-80,2,7.9,Preparing,
ORD-00464,CUS-0178,2026-01-01,SKU-DIA-NB-40,2,28.9,Delivered,2026-01-05
ORD-00465,CUS-0179,2026-03-26,SKU-PAD-NGT-10,2,29.8,In transit,
ORD-00466,CUS-0179,2026-05-07,SKU-PAD-NGT-10,2,29.8,Delayed,
ORD-00467,CUS-0180,2026-03-31,SKU-PNT-LGT-14,2,29.7,Delivered,2026-04-04
ORD-00468,CUS-0180,2026-02-10,SKU-PAD-NGT-10,1,44.7,Delivered,2026-02-13
ORD-00469,CUS-0180,2026-01-06,SKU-PAD-NGT-10,1,29.8,Delivered,2026-01-13
ORD-00470,CUS-0181,2026-04-28,SKU-DIA-NB-40,3,28.9,In transit,
ORD-00471,CUS-0181,2026-02-11,SKU-DIA-NB-40,1,86.7,Delivered,2026-02-18
ORD-00472,CUS-0181,2026-03-22,SKU-DIA-NB-40,1,57.8,Delivered,2026-03-27
ORD-00473,CUS-0181,2026-04-16,SKU-PNT-LGT-14,1,9.9,Returned,
ORD-00474,CUS-0182,2026-02-03,SKU-DIA-M-38,2,61.8,Delivered,2026-02-08
ORD-00475,CUS-0183,2026-02-02,SKU-PAD-DAY-10,3,25.8,Delivered,2026-02-04
ORD-00476,CUS-0183,2026-05-22,SKU-PAD-DAY-10,1,25.8,Delivered,2026-05-24
ORD-00477,CUS-0183,2026-02-17,SKU-DIA-M-38,2,61.8,Delayed,
ORD-00478,CUS-0184,2026-05-01,SKU-PNT-LGT-14,2,19.8,Returned,
ORD-00479,CUS-0185,2026-04-04,SKU-PAD-NGT-10,3,29.8,Delayed,
ORD-00480,CUS-0185,2026-01-24,SKU-DIA-M-38,3,92.7,Delivered,2026-01-26
ORD-00481,CUS-0186,2026-05-15,SKU-WIP-80,3,7.9,Preparing,
ORD-00482,CUS-0187,2026-02-25,SKU-PNT-LGT-14,2,29.7,Preparing,
ORD-00483,CUS-0187,2026-06-03,SKU-DIA-M-38,3,92.7,Delivered,2026-06-11
ORD-00484,CUS-0188,2026-05-26,SKU-DIA-NB-40,2,86.7,Delivered,2026-06-02
ORD-00485,CUS-0189,2026-03-26,SKU-PNT-LGT-14,3,9.9,Preparing,
ORD-00486,CUS-0189,2026-06-17,SKU-DIA-NB-40,3,86.7,In transit,
ORD-00487,CUS-0189,2026-01-12,SKU-PAD-NGT-10,3,14.9,Delivered,2026-01-14
ORD-00488,CUS-0189,2026-06-14,SKU-PNT-LGT-14,1,9.9,In transit,
ORD-00489,CUS-0189,2026-03-14,SKU-DIA-NB-40,3,57.8,Delivered,2026-03-17
ORD-00490,CUS-0190,2026-03-02,SKU-PNT-LGT-14,2,9.9,Delivered,2026-03-10
ORD-00491,CUS-0190,2026-08-06,SKU-DIA-M-38,3,92.7,Delivered,2026-08-09
ORD-00492,CUS-0190,2026-06-14,SKU-PAD-NGT-10,1,29.8,Delivered,2026-06-19
ORD-00493,CUS-0190,2026-05-16,SKU-DIA-M-38,3,30.9,Delivered,2026-05-22
ORD-00494,CUS-0190,2026-07-28,SKU-WIP-80,1,15.8,Delivered,2026-07-30
ORD-00495,CUS-0191,2026-06-01,SKU-WIP-80,3,7.9,Preparing,
ORD-00496,CUS-0191,2026-01-06,SKU-PNT-LGT-14,3,9.9,In transit,
ORD-00497,CUS-0191,2026-06-03,SKU-WIP-80,3,23.7,Delivered,2026-06-09
ORD-00498,CUS-0191,2026-06-12,SKU-DIA-M-38,1,30.9,Delivered,2026-06-14
ORD-00499,CUS-0191,2026-04-06,SKU-PAD-DAY-10,1,12.9,Delivered,2026-04-08
ORD-00500,CUS-0192,2026-04-28,SKU-PNT-LGT-14,2,19.8,Delayed,
ORD-00501,CUS-0193,2026-03-18,SKU-DIA-NB-40,3,28.9,Delivered,2026-03-25
ORD-00502,CUS-0193,2026-07-21,SKU-PNT-LGT-14,2,19.8,Preparing,
ORD-00503,CUS-0194,2026-02-14,SKU-PNT-LGT-14,3,29.7,Delivered,2026-02-21
ORD-00504,CUS-0194,2026-07-24,SKU-PAD-NGT-10,3,44.7,Preparing,
ORD-00505,CUS-0194,2026-04-25,SKU-DIA-M-38,1,61.8,In transit,
ORD-00506,CUS-0194,2026-01-03,SKU-PNT-LGT-14,1,29.7,Delayed,
ORD-00507,CUS-0194,2026-01-23,SKU-PAD-DAY-10,1,38.7,Delivered,2026-01-30
ORD-00508,CUS-0195,2026-05-05,SKU-DIA-NB-40,2,28.9,Preparing,
ORD-00509,CUS-0195,2026-01-07,SKU-DIA-M-38,2,92.7,Delivered,2026-01-15
ORD-00510,CUS-0195,2026-04-08,SKU-DIA-NB-40,3,28.9,Delivered,2026-04-12
ORD-00511,CUS-0195,2026-04-05,SKU-PAD-DAY-10,3,25.8,Delivered,2026-04-09
ORD-00512,CUS-0195,2026-08-06,SKU-DIA-NB-40,3,86.7,Delivered,2026-08-08
ORD-00513,CUS-0196,2026-01-06,SKU-PAD-DAY-10,3,12.9,Preparing,
ORD-00514,CUS-0197,2026-04-13,SKU-WIP-80,2,23.7,Delivered,2026-04-17
ORD-00515,CUS-0197,2026-08-10,SKU-PNT-LGT-14,3,9.9,In transit,
ORD-00516,CUS-0197,2026-05-13,SKU-PNT-LGT-14,1,9.9,In transit,
ORD-00517,CUS-0197,2026-04-06,SKU-DIA-NB-40,1,28.9,Delivered,2026-04-14
ORD-00518,CUS-0198,2025-12-30,SKU-DIA-M-38,2,92.7,Delivered,2026-01-04
ORD-00519,CUS-0198,2026-06-26,SKU-PAD-DAY-10,1,38.7,In transit,
ORD-00520,CUS-0198,2026-05-25,SKU-PAD-DAY-10,3,25.8,Delivered,2026-05-27
ORD-00521,CUS-0199,2026-02-10,SKU-PNT-LGT-14,1,29.7,Delivered,2026-02-17
ORD-00522,CUS-0199,2026-02-11,SKU-DIA-M-38,1,30.9,Delivered,2026-02-14
ORD-00523,CUS-0200,2026-01-22,SKU-PAD-DAY-10,2,25.8,Preparing,
ORD-00524,CUS-0200,2026-05-02,SKU-DIA-M-38,1,30.9,In transit,
ORD-00525,CUS-0200,2026-03-22,SKU-PNT-LGT-14,1,9.9,Delivered,2026-03-30
ORD-00526,CUS-0200,2026-04-19,SKU-DIA-M-38,1,61.8,Delivered,2026-04-25
ORD-00527,CUS-0201,2026-05-31,SKU-PAD-DAY-10,3,12.9,Preparing,
ORD-00528,CUS-0201,2026-02-23,SKU-DIA-NB-40,1,57.8,Delivered,2026-02-28
ORD-00529,CUS-0201,2026-01-24,SKU-DIA-M-38,1,30.9,Delivered,2026-01-28
ORD-00530,CUS-0202,2025-12-28,SKU-DIA-M-38,2,30.9,Delayed,
ORD-00531,CUS-0202,2026-03-25,SKU-PAD-NGT-10,2,29.8,Delivered,2026-04-01
ORD-00532,CUS-0202,2026-02-17,SKU-PAD-DAY-10,2,12.9,Delivered,2026-02-21
ORD-00533,CUS-0203,2026-07-19,SKU-PAD-NGT-10,2,29.8,Delayed,
ORD-00534,CUS-0203,2026-06-25,SKU-PNT-LGT-14,3,9.9,In transit,
ORD-00535,CUS-0204,2026-06-29,SKU-WIP-80,2,23.7,In transit,
ORD-00536,CUS-0204,2026-06-26,SKU-PAD-NGT-10,1,44.7,Delivered,2026-06-30
ORD-00537,CUS-0205,2026-08-17,SKU-PAD-DAY-10,3,25.8,Delivered,2026-08-19
ORD-00538,CUS-0206,2026-03-15,SKU-PNT-LGT-14,2,19.8,Delivered,2026-03-19
ORD-00539,CUS-0206,2026-04-24,SKU-DIA-M-38,1,61.8,Delivered,2026-04-28
ORD-00540,CUS-0206,2026-05-22,SKU-PAD-NGT-10,3,14.9,Delivered,2026-05-28
ORD-00541,CUS-0206,2026-06-04,SKU-PNT-LGT-14,3,9.9,Delivered,2026-06-06
ORD-00542,CUS-0207,2026-04-21,SKU-WIP-80,1,7.9,Delivered,2026-04-29
ORD-00543,CUS-0208,2026-04-16,SKU-WIP-80,2,23.7,Delayed,
ORD-00544,CUS-0208,2026-05-30,SKU-DIA-NB-40,2,28.9,Delivered,2026-06-07
ORD-00545,CUS-0208,2026-08-16,SKU-PNT-LGT-14,2,9.9,Delivered,2026-08-22
ORD-00546,CUS-0208,2026-05-08,SKU-PAD-DAY-10,1,12.9,In transit,
ORD-00547,CUS-0208,2026-05-28,SKU-PNT-LGT-14,2,29.7,Delivered,2026-06-05
ORD-00548,CUS-0209,2026-07-05,SKU-DIA-NB-40,1,28.9,Delivered,2026-07-09
ORD-00549,CUS-0209,2026-02-20,SKU-DIA-M-38,3,61.8,In transit,
ORD-00550,CUS-0210,2026-03-13,SKU-PAD-NGT-10,3,14.9,Preparing,
ORD-00551,CUS-0210,2026-08-17,SKU-DIA-NB-40,2,57.8,In transit,
ORD-00552,CUS-0210,2026-08-17,SKU-DIA-NB-40,3,28.9,In transit,
ORD-00553,CUS-0211,2026-01-06,SKU-DIA-M-38,3,61.8,Delivered,2026-01-14
ORD-00554,CUS-0211,2026-06-06,SKU-PAD-NGT-10,3,14.9,Delivered,2026-06-08
ORD-00555,CUS-0212,2026-03-01,SKU-PNT-LGT-14,3,9.9,Delivered,2026-03-09
ORD-00556,CUS-0212,2026-01-15,SKU-DIA-NB-40,1,57.8,Delivered,2026-01-18
ORD-00557,CUS-0213,2026-03-09,SKU-DIA-M-38,3,61.8,Delivered,2026-03-14
ORD-00558,CUS-0213,2026-02-26,SKU-DIA-M-38,3,92.7,Delivered,2026-03-06
ORD-00559,CUS-0213,2026-03-05,SKU-PNT-LGT-14,3,19.8,Delayed,
ORD-00560,CUS-0213,2026-04-29,SKU-DIA-NB-40,3,28.9,Delivered,2026-05-06
ORD-00561,CUS-0214,2026-02-05,SKU-PAD-NGT-10,1,29.8,Delayed,
ORD-00562,CUS-0214,2026-08-05,SKU-DIA-NB-40,3,86.7,Preparing,
ORD-00563,CUS-0214,2026-02-26,SKU-DIA-M-38,3,30.9,Preparing,
ORD-00564,CUS-0214,2026-01-16,SKU-DIA-M-38,1,61.8,Delivered,2026-01-21
