enquiry_id,true_topic,true_language,true_is_health,true_order_quoted
ENQ-0707,Order status,sg,False,False
ENQ-0708,Unclear,en,False,False
ENQ-0709,Order status,id,False,True
ENQ-0710,Product usage,en,False,False
ENQ-0711,Order status,en,False,False
ENQ-0712,Refund/return,zh,False,False
ENQ-0713,Sizing,id,False,False
ENQ-0714,Sizing,id,False,False
ENQ-0715,Product usage,zh,False,False
ENQ-0716,Sizing,en,False,False
ENQ-0717,Order status,en,False,False
ENQ-0718,Order status,ms,False,True
ENQ-0719,Health complaint,en,True,False
ENQ-0720,Order status,id,False,True
ENQ-0721,Delivery delay,en,False,True
ENQ-0722,Where to buy,en,False,False
ENQ-0723,Delivery delay,id,False,True
ENQ-0724,Refund/return,en,False,False
ENQ-0725,Order status,ms,False,True
ENQ-0726,Damaged item,sg,False,False
ENQ-0727,Delivery delay,sg,False,True
ENQ-0728,Delivery delay,id,False,False
ENQ-0729,Product usage,zh,False,False
ENQ-0730,Delivery delay,en,False,False
ENQ-0731,Health complaint,ms,True,False
ENQ-0732,Delivery delay,en,False,True
ENQ-0733,Order status,en,False,True
ENQ-0734,Order status,id,False,False
ENQ-0735,Unclear,ms,False,False
ENQ-0736,Where to buy,en,False,False
ENQ-0737,Subscription,id,False,False
ENQ-0738,Delivery delay,en,False,True
ENQ-0739,Sizing,sg,False,False
ENQ-0740,Where to buy,sg,False,False
ENQ-0741,Ingredients,ms,False,False
ENQ-0742,Refund/return,sg,False,False
ENQ-0743,Ingredients,id,False,False
ENQ-0744,Unclear,en,False,False
ENQ-0745,Health complaint,ms,True,False
ENQ-0746,Delivery delay,id,False,False
ENQ-0747,Where to buy,ms,False,False
ENQ-0748,Order status,en,False,False
ENQ-0749,Product usage,id,False,False
ENQ-0750,Order status,id,False,False
ENQ-0751,Product usage,en,False,False
ENQ-0752,Order status,zh,False,True
ENQ-0753,Subscription,id,False,False
ENQ-0754,Where to buy,id,False,False
ENQ-0755,Subscription,id,False,False
ENQ-0756,Delivery delay,en,False,False
ENQ-0757,Sizing,zh,False,False
ENQ-0758,Delivery delay,sg,False,False
ENQ-0759,Unclear,sg,False,False
ENQ-0760,Damaged item,id,False,True
ENQ-0761,Order status,id,False,True
ENQ-0762,Damaged item,ms,False,False
ENQ-0763,Order status,id,False,False
ENQ-0764,Order status,en,False,True
ENQ-0765,Damaged item,ms,False,False
ENQ-0766,Delivery delay,zh,False,True
ENQ-0767,Refund/return,en,False,False
ENQ-0768,Damaged item,en,False,False
ENQ-0769,Sizing,ms,False,False
ENQ-0770,Where to buy,en,False,False
ENQ-0771,Order status,id,False,False
ENQ-0772,Order status,en,False,True
ENQ-0773,Refund/return,id,False,True
ENQ-0774,Damaged item,en,False,False
ENQ-0775,Where to buy,sg,False,False
ENQ-0776,Sizing,en,False,False
ENQ-0777,Order status,id,False,False
ENQ-0778,Subscription,id,False,False
ENQ-0779,Product usage,id,False,False
ENQ-0780,Delivery delay,id,False,False
ENQ-0781,Refund/return,en,False,False
ENQ-0782,Delivery delay,en,False,False
ENQ-0783,Ingredients,id,False,False
ENQ-0784,Health complaint,sg,True,False
ENQ-0785,Subscription,id,False,False
ENQ-0786,Ingredients,en,False,False
ENQ-0787,Subscription,ms,False,False
ENQ-0788,Where to buy,en,False,False
ENQ-0789,Delivery delay,en,False,True
ENQ-0790,Where to buy,en,False,False
ENQ-0791,Ingredients,en,False,False
ENQ-0792,Sizing,id,False,False
ENQ-0793,Refund/return,id,False,True
ENQ-0794,Order status,ms,False,True
ENQ-0795,Order status,id,False,False
ENQ-0796,Delivery delay,zh,False,False
ENQ-0797,Order status,id,False,False
ENQ-0798,Where to buy,id,False,False
ENQ-0799,Order status,ms,False,True
ENQ-0800,Product usage,id,False,False
ENQ-0801,Product usage,en,False,False
ENQ-0802,Product usage,id,False,False
ENQ-0803,Refund/return,id,False,True
ENQ-0804,Refund/return,en,False,False
ENQ-0805,Refund/return,en,False,True
ENQ-0806,Damaged item,id,False,False
ENQ-0807,Sizing,ms,False,False
ENQ-0808,Order status,id,False,True
ENQ-0809,Sizing,id,False,False
ENQ-0810,Order status,en,False,False
ENQ-0811,Health complaint,id,True,False
ENQ-0812,Sizing,zh,False,False
ENQ-0813,Where to buy,en,False,False
ENQ-0814,Refund/return,en,False,False
ENQ-0815,Ingredients,en,False,False
ENQ-0816,Order status,id,False,True
ENQ-0817,Subscription,en,False,False
ENQ-0818,Sizing,en,False,False
ENQ-0819,Order status,en,False,False
ENQ-0820,Order status,ms,False,True
ENQ-0821,Order status,zh,False,True
ENQ-0822,Sizing,id,False,False
ENQ-0823,Where to buy,sg,False,False
ENQ-0824,Where to buy,id,False,False
ENQ-0825,Refund/return,en,False,True
ENQ-0826,Order status,ms,False,False
ENQ-0827,Sizing,en,False,False
ENQ-0828,Delivery delay,id,False,True
ENQ-0829,Product usage,en,False,False
ENQ-0830,Product usage,en,False,False
ENQ-0831,Order status,ms,False,True
ENQ-0832,Where to buy,ms,False,False
ENQ-0833,Order status,zh,False,False
ENQ-0834,Order status,ms,False,False
ENQ-0835,Unclear,en,False,False
ENQ-0836,Delivery delay,sg,False,False
ENQ-0837,Delivery delay,ms,False,True
ENQ-0838,Refund/return,zh,False,False
ENQ-0839,Unclear,id,False,False
ENQ-0840,Sizing,sg,False,False
ENQ-0841,Order status,id,False,True
ENQ-0842,Subscription,sg,False,False
ENQ-0843,Ingredients,en,False,False
ENQ-0844,Ingredients,id,False,False
ENQ-0845,Delivery delay,id,False,False
ENQ-0846,Order status,zh,False,False
ENQ-0847,Unclear,en,False,False
ENQ-0848,Sizing,zh,False,False
ENQ-0849,Damaged item,id,False,True
ENQ-0850,Where to buy,id,False,False
ENQ-0851,Where to buy,zh,False,False
ENQ-0852,Refund/return,en,False,True
ENQ-0853,Sizing,ms,False,False
ENQ-0854,Product usage,en,False,False
ENQ-0855,Damaged item,en,False,True
ENQ-0856,Refund/return,en,False,False
ENQ-0857,Sizing,en,False,False
ENQ-0858,Damaged item,en,False,False
ENQ-0859,Where to buy,id,False,False
ENQ-0860,Delivery delay,en,False,False
ENQ-0861,Ingredients,en,False,False
ENQ-0862,Sizing,ms,False,False
ENQ-0863,Order status,ms,False,True
ENQ-0864,Unclear,id,False,False
ENQ-0865,Subscription,en,False,False
ENQ-0866,Sizing,ms,False,False
ENQ-0867,Damaged item,en,False,True
ENQ-0868,Product usage,sg,False,False
ENQ-0869,Product usage,id,False,False
ENQ-0870,Unclear,id,False,False
ENQ-0871,Refund/return,zh,False,True
ENQ-0872,Where to buy,ms,False,False
ENQ-0873,Subscription,id,False,False
ENQ-0874,Where to buy,en,False,False
ENQ-0875,Product usage,en,False,False
ENQ-0876,Where to buy,en,False,False
ENQ-0877,Order status,sg,False,False
ENQ-0878,Where to buy,sg,False,False
ENQ-0879,Subscription,en,False,False
ENQ-0880,Product usage,sg,False,False
ENQ-0881,Delivery delay,zh,False,False
ENQ-0882,Where to buy,en,False,False
ENQ-0883,Delivery delay,en,False,False
ENQ-0884,Subscription,ms,False,False
ENQ-0885,Order status,en,False,True
ENQ-0886,Delivery delay,id,False,True
ENQ-0887,Product usage,en,False,False
ENQ-0888,Unclear,en,False,False
ENQ-0889,Unclear,id,False,False
ENQ-0890,Order status,en,False,False
ENQ-0891,Delivery delay,en,False,False
ENQ-0892,Order status,en,False,True
ENQ-0893,Delivery delay,ms,False,True
ENQ-0894,Damaged item,id,False,False
ENQ-0895,Subscription,en,False,False
ENQ-0896,Where to buy,id,False,False
ENQ-0897,Ingredients,zh,False,False
ENQ-0898,Delivery delay,en,False,False
ENQ-0899,Delivery delay,en,False,False
